주요 업무,자격요건 및 우대사항
 상품서비스 운영 및 경영지원 각종 문서 자료 작성 및 관리 신규 프로젝트 및 유관 업무 지원 시장 분석을 통한 개선안 도출 지원사업 관련 업무 지원, 타 부서 및 기관과 원활한 커뮤니케이션이 가능하신 분 각종 문서 작성 능력이 좋으신 분 책임감 있게 업무를 진행하실 수 있으신 분 정부지원사업에 참여한 경험이 있으신 분 온라인투자연계금융업에 관심 또는 이해도가 높으신 분 금융기관과의 제휴 업무 경험이 있으신 분 은행 금융권 경력이 있으신 분
 사내 자금운영관리 및 회계법인과 소통하여 회계세무지원 국책과제 정부지원사업 관련 행정업무정부과제 협약 집행 정산 등 관련 행정 업무 전반적인 인사노무 관리 기타 회사 내 경영지원 업무, 학력  학사이상 전공 무관 자체 기장 가능자 회계 세무 관련 자격증 소지자 강한 책임감을 갖고 계신 분 시간 약속을 잘 지키시는 분 꼼꼼한 분 소통과 협업을 통해 성과를 달성하시는 분 디지털 협업툴 이용에 익숙하신 분Google Workspace Jira 등
 엘리스 오프라인 교육장 운영 및 관리 훈련생 및 방문객 응대안내와 입퇴실 관리 교육장에서 발생하는 다양한 이슈 해결 및 대응 방안 마련 교육장 내 공간 시설 물품 유지 및 관리 IT 기기 및 시설 관리와 이용 안내 교육장 이용 일정 및 예약 관리 일정표 제작 및 게시 훈련생 및 방문객의 니즈 파악 및 공간 운영 효율화 방안 제안 유관 부서 커뮤니케이션을 통한 공간 이용 경험 개선 행사 운영 특강세미나 컨퍼런스 네트워킹 행사 등 주요 교육 프로그램 및 행사 운영 오프라인 행사 모니터링 및 이슈 대응 행사 모객을 위한 홍보 활동 지원 사진 촬영 등 교육 홍보 활동 지원, 훈련장 운영을 위해 오전9301830오후13002200 교대 근무 교대 근무 가능하신 분 커뮤니티 운영과 활성화에 관심이 있는 분 새로운 사람과 소통하고 서포트 하는 것을 좋아하고 보람을 느끼는 분 자기주도적으로 업무를 찾아서 실행하고 문제해결하는 것을 좋아하는 분 업무에 있어 꼼꼼함과 센스를 발휘할 수 있는 분 맥 OS 사용 경험이 있는 분 Teams Excel 등 M365에 능숙하신 분 교육 및 개발자 네트워킹 부트캠프에 관심이 있는 분 공간 운영 경험 또는 커뮤니티 운영 경험이 있는 분 오프라인 행사 이벤트 운영 경험이 있는 분 부트캠프 운영 경험이 있는 분 소프트웨어 플랫폼 새로운 툴 등 테크 분야에 관심이 있는 분
 행정 및 기획 업무 사업감사현장실사사업평가 대응 국책사업 관리에 관한 제반사항 사업계획서 및 결과보고서 작성 등 행정처리에 관한 제반사항 과제 정산사업비 지출관리집행결산에 관한 제반사항 경영지원 및 기획 업무에 관한 제반사항 홍보 및 성과관리에 관한 제반 사항 엘리스 오프라인 교육장 운영 및 관리 훈련생 및 방문객 응대안내와 입퇴실 관리 교육장에서 발생하는 다양한 이슈 해결 및 대응 방안 마련 교육장 내 공간 시설 물품 유지 및 관리 IT 기기 및 시설 관리와 이용 안내 교육장 이용 일정 및 예약 관리 일정표 제작 및 게시 훈련생 및 방문객의 니즈 파악 및 공간 운영 효율화 방안 제안 유관 부서 커뮤니케이션을 통한 공간 이용 경험 개선, 훈련장 운영을 위해 오전9301830오후13002200 교대 근무 교대 근무 가능하신 분 커뮤니티 운영과 활성화에 관심이 있는 분 새로운 사람과 소통하고 서포트 하는 것을 좋아하고 보람을 느끼는 분 자기주도적으로 업무를 찾아서 실행하고 문제해결하는 것을 좋아하는 분 업무에 있어 꼼꼼함과 센스를 발휘할 수 있는 분 맥 OS 사용 경험이 있는 분 Teams Excel 등 M365에 능숙하신 분 교육 및 개발자 네트워킹 부트캠프에 관심이 있는 분 공간 운영 경험 또는 커뮤니티 운영 경험이 있는 분 오프라인 행사 이벤트 운영 경험이 있는 분 부트캠프 운영 경험이 있는 분 소프트웨어 플랫폼 새로운 툴 등 테크 분야에 관심이 있는 분 정부 및 공공기관의 경험이 있는분 국책과제 수행 및 관리 경험이 있는 분 e나라도움국고보조금통합관리시스템 경험이 있는 분
 Client고객사 AICC서비스 수행 데이터 수집집계 월별 과금산출 및 청구 서비스 매출관리 영업팀 각종 문서 데이터 관리 기타 행정지원admin, 유사 경력 2년이상 보유자 Office 365 중급이상 컴퓨터활용능력 2급 이상 보유자 우대 B2B 비즈니스 영업관리 경험자 우대
 급여 4대보험 퇴직연금 연차 건강검진 의무교육 채용지원등 인사총무 업무 매입 매출 관리 자금관리 보고서 작성 원천세 부가세 법인세등 세무신고 자료전달 및 신고내역 확인세무사사무실 신고대리 IT자산 소프트웨어 비품 구매 및 관리 정부과제사업 각종 지원금 사업관리 문서관리 계약관리 주주총회 업무 및 기타 행정 업무 데이터 검수 등 제품 기획 운영 업무 참고 httpsurlkrwmka8n, 경영지원 업무 관련 경력 3년 이상인분 업무의 경계없이 적극적이고 꼼꼼하게 업무를 하실 수 있는분 명확하고 원활한 커뮤니케이션이 가능한 분 스타트업 경영지원 및 사무보조 업무 경험이 있는분 정부지원사업 tips등 유관 업무 경험이 있는분 인앱 매출관리 경험이 있는분 스마트스토어 매출관리 경험이 있는분 법인변경등기 자가신고 가능한 분 블랙탠저린 문화와 잘 맞는 분 httpsblacktangerineoopyioculture당신이 이런 사람이라면살면서 원대한 꿈을 꿔본적 있나요시간을 보내며 현실을 겪을 수록 나와는 점점 멀어지는 이야기 같죠만약 당신 안의 열정과 가능성을 여전히 믿고 있다면 우리 함께 그 꿈을 이룰 수 있어요물론 그 과정은 정말 괴로울거에요 솔직히 말할게요앞도 잘 안보이고 불안하고 늘 생존하기 위해 스스로를 몰아 붙일 수 있습니다하지만 그렇기에 당신은 대단해 질 수 있어요혼자서는 할 수 없는 일들을우리이기 때문에 할 수 있는 일들을 같이 만들어보아요세상을 바꾸어 봅시다혼자라면 꿈으로만 남겨질 수 있는 경험들타인의 성공담으로 유튜브나 책에서 볼 수 있는 경험들팀 전체가 몰입하며 팀의 승리를 거두는 동화같은 경험들그 경험들을 당신의 삶으로 가져오고 싶다면 우리 함께 해요
경영지원 매니저는 재무 인사 등 경영에 필요한 모든 업무를 관리하여 안정적인 회사 운영에 기여하며 내부 팀원들이 즐거운 회사 생활을 하고 원하는 업무 성과를 낼 수 있도록 지원하는 역할을 수행해요재무 관리 회계법인과 처리월분기연 단위 재무 및 손익계산 결산 내부에서는 더존SW 사용리뷰쉐어 플랫폼 고객 매출 및 증빙 관련 행정처리 현금영수증 세금계산서 발행 등리뷰쉐어 플랫폼 사용자의 소득 처리를 위한 업무 소득 신고 및 지급수수료 이체내부 지출 관리구성원 법인 카드 품의 결재 및 비용 처리인사 관리 노무법인과 함께 처리급여 휴가 상여금 등 인사 업무에 관한 행정 처리 대부분 Flex 앱 활용 중청년내일채움공제 일자리지원금 등 정부지원금 신청 및 수급 관리취업 규칙 및 근로계약서 관리선택 인사 평가 시스템 설계 및 운영IR투자자 사후 관리크라우드펀딩 주주 및 기관 투자자 사후관리 IR 결산 공시 사업보고서 작성 등선택 소액주주 주식양수도 중개 및 관리법무 관리주주총회 이사회 등의 개최 준비 및 사후 업무 처리자본금 증자 상호 변경 주소지 이전 등 법인 등기 관련 업무 처리,이런 분과 함께하고 싶어요 경영지원에 관한 전반적인 업무를 골고루 경험해보신 분을 찾고 있어요 회계사 노무사님들과 소통해보고 직접 업무 처리를 해보신 분을 찾고 있어요 취업규칙 인사평가시스템 등을 작성해보셨거나 운영해보신 분을 찾고 있어요 경리전표입력 업무만 수동적으로 진행하시는 것이 아닌 재무 분석을 하실 수 있는 분이면 좋아요 세무 근로기준 등에 대한 기초 지식이 있으시고 꾸준히 자기계발하시는 분이 좋아요 작은 것이라도 법인 등기 업무를 해보신 분이면 좋아요우대사항이런 분이라면 더욱 환영해요 리뷰쉐어 서비스를 이해하고 사업의 성장성을 공감하시는 분이라면 더 좋아요 스타트업 플랫폼에서 근무했던 경험이 있는 분이라면 더 좋아요
1 전사 재무 회계 경리 및 관련 부대업무2 경영진 수명업무,1 경력 재무 회계 경리업무 담당 경력 710년2 학력 초대졸 이상3 전공 제한 없음4 남성의 경우 병역필 또는 면제자만 지원 가능5 업무출장 목적의 국내외 여행에 결격사유가 없는 자6 영어구사능력관련 공인시험 성적 제출7 대한민국 국적이 아닌 경우 한국내 취업이 가능한 비자를 소유한 자에 한함1 IT회사에서 재무 회계 경리업무를 담당한 경력이 3년 이상인 자2 재무 또는 회계 전공자3 영어 공인시험 성적 중 TOEFL 성적 보유자4 제2외국어독일어 프랑스어 스페인어 일본어 구사역량 관련 자격증GoetheZertifikat DELFDALF DELE JLPT 보유자5 즉시 입사가능한 자6 해외근무 유경험자
 엘리스 훈련 교육 과정에 참여할 외부 강사를 구인 및 관리합니다 강사 다이렉트 소싱 및 장기적 네트워킹 새롭게 합류한 강사가 빠르게 플랫폼에 적응하고 훈련 교육의 방향성을 잡도록 도움을 주는 온오프보딩 프로세스 가이드를 기획 및 제작 학습자 온보딩부터 수료까지 AZ 교육 운영 기획 및 실행 교육 일정 플랫폼 학습자료 등 교육 환경 세팅 관리 학습자 선발 절차 운영 및 온보딩 온오프라인 학습에서 발생하는 다양한 이슈를 해결 학습자가 트랙을 성공적으로 완주할 수 있도록 상담 및 독려 관리 소속감과 동기 부여를 위한 네트워킹 프로그램 기획 운영 오리엔테이션 수료식 등 주요 교육 행사 기획 및 운영 수료율 만족도 지표 관리 및 개선 전략 수립 실행 학습 만족도 및 피드백 수집 분석 유관 부서 커뮤니케이션을 통한 개선 방안 실행 관리 출석률 이수율학습 성취도 트래킹 및 지표 개선을 위해 교육팀과 커뮤니케이션 지표 개선을 위한 전략 수립 및 실행 유관 부서 커뮤니케이션 및 실행 방안 매니징, 개발자 취업 준비생과 개발자 취업채용 시장에 대한 이해가 있으신 분 부트캠프 등 디지털 교육산업과 콘텐츠에 대한 이해가 있으신 분 목표 달성을 위한 업무 계획을 자기 주도적으로 수립하고 실행하실 수 있는 분 경청과 공감을 바탕으로 사람들과 소통할 수 있으며 동기 부여해 주는 것에 보람을 느끼는 분 온오프라인 오리엔테이션 동기부여 프로그램 기획 및 프레젠테이션이 가능하신 분 긍정적인 개발 커뮤니티 기획 및 운영과 활성화에 관심이 있는 분 말과 글을 통해 효과적이고 의미 전달이 명확한 커뮤니케이션을 하실 수 있는 분 Excel Google Spreadsheet 등 기본적인 OA 툴 사용이 가능하신 분 헤드헌터 서치펌 리크루터 경력 우대 개발 부트캠프 운영 등 관련 경험 데이터 기반으로 의사결정 하는 것에 익숙하신 분 업무 자동화 경험이 있거나 업무 자동화 세팅이 가능한 분 소프트웨어 플랫폼 새로운 툴 등 테크 분야에 익숙하신 분
 자금 출납 및 운용 부가세법인세 신고 및 기타 세무 그 외 전반적인 재무 관련 업무 지원 자금관리 금융거래 실무 사무실 비품 자산 관리 법무 및 사무 업무 지원, 컴퓨터 활용 능력 우수자                                           회계 업무 2년  6년 기장 or 결산 관련 회계 지식 및 실무 경험 능동적인 업무 수행 및 다양한 직군의 사람들과의 원활한 의사소통 능력 목표를 중심으로 프로세스를 설계할 수 있는 논리력 유연한 사고력 자회사 재무관리 경험자 우대 컴퓨터 활용 능력 우수자 회계 관련 학과를 전공하였거나 회계세무 관련 자격증전산세무회계 보유자                                               스타트업 경험자 결산 및 회계 감사 경험자
1 총무 801 자산관리 업무 SW 비품 IT자산 전산소모품 구매 및 관리2 근무 환경 지원 업무 간식 구매 사무실 환경 관리3 구성원 업무 환경 지원 업무 PC 구매 및 OS 셋팅 네트워크 설정 및 장애 대응 등 협업툴 계정관리 웰컴키트 지급관리 명함신청 사원증 발급 도서교육비 관리 등4 사내행사 및 타운홀 운영 지원5 기타 총무 관련 제반 업무2 채용 support 201 신규입사자 온보딩 운영 지원2 수습기간 제도 운영 관리3 조직문화 이벤트 기획 및 채용 브랜딩, 1년 이상의 총무 전반 경험 혹은 이에 준하는 역량을 가지신 분 기본적인 OA 활용이 가능하며 컴퓨터 활용 능력이 뛰어나신 분 다양한 부서와 유연한 커뮤니케이션 및 협업이 가능하신 분 체계적이고 꼼꼼한 성격을 보유하신 분 스스로 동기부여하며 성장에 대한 욕구가 있으신 분 따뜻한 마음으로 팀원을 케어하고 서포트할 수 있는 헌신적이고 적극적인 태도를 가지신 분 총무 업무와 함께 1년 이상의 채용 서포트 경험을 해보신 분 조직문화에 관심이 있으신 분 헬스케어 산업에 관심있으신 분 개선해나가는 경험을 즐겨하시는 분 Notion Google Confluence 등 협업툴 사용 경험이 있으신 분 스타트업 생태계에 대한 이해도와 비즈니스 및 조직에 대한 빠른 학습력을 가진 분
1 관리손익 부서별  매장별  브랜드별 관리손익 산출2 사업계획 연간 사업계획 수립3 예산관리 사업계획 근거 예산 운영4 중장기 계획 3  5  10년 중장기 계획 수립5 경쟁사  환경분석 경쟁사 실적 및 내외부 환경 분석6 회의체 운영 기간별 회의체 운영7 지표관리 재고  손익 지표  산출 및 보고, 대학교4년 졸업 과장대리급48년 경영기획 경험 4년 이상 분석적 사고  키즈 및 주니어 패션 경력자 우대 주주 관련 업무 경험
IR  PR     코넥스 협회 정기 IRPR 자료 작성     기관투자자 등 IR 투자자 대응     주식현황 관련 홈페이지 관리 보도자료 작성,학력   대졸이상학력   3년 이상 컴퓨터 활용능력 우수 PPT EXCEL 보고자료 작성 등영어 회화 능력 토익 800점 이상 OPIC IH 등상장사 IR 업무 경력자 우대바이오  제약 업종 경력자 우대
IR  PR     코넥스 협회 정기 IRPR 자료 작성     기관투자자 등 IR 투자자 대응     주식현황 관련 홈페이지 관리 보도자료 작성,학력   대졸이상학력   3년 이상 컴퓨터 활용능력 우수 PPT EXCEL 보고자료 작성 등영어 회화 능력 토익 800점 이상 OPIC IH 등상장사 IR 업무 경력자 우대바이오  제약 업종 경력자 우대
MGRV가 전개하는 다양한 형태의 사업의 수익성 개선 및 고객 만족도 제고를 위한 영업 및 운영 전략을 수립합니다 재무적인 지표는 물론 customer journey 전반에 걸친 다양한 지표들을 테이터베이스화하고 분석하여 전략적 시사점을 도출하는 역할을 합니다 소규모 프로젝트를 독립적으로 맡아 이끌어 나가기도 하며 부동산개발운영시설브랜드 디자인개발 등 전사 모든 부서들과 밀접하게 협업합니다  Revenue manager로 가격 정책 운영을 통한 매출 증대  운영 중인 지점의 재무 및 운영 관련 선행 지표 관리  비즈니스 수익성 개선을 위한 전략 과제 선정 및 문제 해결  고객 및 공간 운영 데이터 분석을 통한 전략적 시사점 도출,  기업의 PL 지표에 대한 이해를 바탕으로 수익성 개선을 위한 과제 정의가 가능하신 분  문제 정의해결방안 탐색실행의 일련의 과정을 수행할 수 있는 분  데이터를 활용하여 실제 사업에 적용할 수 있는 분  각 종 데이터를 취합 분석 시각화가 가능한 분SQL 태블로 등 경험 우대  근성Grit을 가지고 새롭게 시도하며 끊임없이 성장하고자 하는 마음가짐Growth mindset을 지니신 분  코리빙Coliving 또는 O2O 비즈니스에 대한 이해와 열정이 있으신 분
1 총무 801 자산관리 업무 SW 비품 IT자산 전산소모품 구매 및 관리2 근무 환경 지원 업무 간식 구매 사무실 환경 관리3 구성원 업무 환경 지원 업무 PC 구매 및 OS 셋팅 네트워크 설정 및 장애 대응 등 협업툴 계정관리 웰컴키트 지급관리 명함신청 사원증 발급 도서교육비 관리 등4 사내행사 및 타운홀 운영 지원5 기타 총무 관련 제반 업무2 채용 support 201 신규입사자 온보딩 운영 지원2 수습기간 제도 운영 관리3 조직문화 이벤트 기획 및 채용 브랜딩, 1년 이상의 총무 전반 경험 혹은 이에 준하는 역량을 가지신 분 기본적인 OA 활용이 가능하며 컴퓨터 활용 능력이 뛰어나신 분 다양한 부서와 유연한 커뮤니케이션 및 협업이 가능하신 분 체계적이고 꼼꼼한 성격을 보유하신 분 스스로 동기부여하며 성장에 대한 욕구가 있으신 분 따뜻한 마음으로 팀원을 케어하고 서포트할 수 있는 헌신적이고 적극적인 태도를 가지신 분 총무 업무와 함께 1년 이상의 채용 서포트 경험을 해보신 분 조직문화에 관심이 있으신 분 헬스케어 산업에 관심있으신 분 개선해나가는 경험을 즐겨하시는 분 Notion Google Confluence 등 협업툴 사용 경험이 있으신 분 스타트업 생태계에 대한 이해도와 비즈니스 및 조직에 대한 빠른 학습력을 가진 분
