주요 업무,자격요건 및 우대사항
 개인 맞춤형 건강관리 서비스를 제공하는 롯데헬스케어 플랫폼 신규 개발 회원 상품 주문 정산 등 e커머스 기능의 백엔드 서비스 개발 유전자 분석 정보 건강 정보 등 맞춤형 건강 관리를 위한 시스템 연동 및 서비스 개발 대용량 트래픽에도 안정적인 서비스를 위한 시스템 설계 및 개발, 선정에 합리적인 기준을 두고 조직의 상황에 맞게 선택하는 분 JavaScript TypeScript Golang Python 경험자 Azure GCP 사용 경험자 검색서비스 개발 경험자 Cassandra HBase MongoDB 사용 경험자 Kafka와 RabbitMQ 등 MQ 사용 경험자 Terraform Helm 사용 경험자 Web Frontend Native Client DevOps 경력 보유자 외부 협력사와 협업 경험 보유자 레거시 시스템 재설계 재개발 경험자 대규모 트래픽 대용량 데이터 처리에 대한 경험자 오픈소스 개발기여 경험자
 개인 맞춤형 건강관리 서비스를 제공하는 롯데헬스케어플랫폼 웹 프론트엔드 개발 회원 상품 주문 정산 등 e커머스 기능의 웹 프론트엔드 개발, 웹 프론트엔드 개발 경력 3년 이상 또는 그에 준하는 역량을 보유하신 분 JavaScriptTypeScript 개발 역량을 보유하신 분 HTMLCSS에 대한 이해가 있어 페이지 구성 및 수정이 가능한 분 자신이 사용한 기술과 라이브러리 프레임워크의 동작 원리에 관심을 가지는 분 설계코드 리뷰 등에서 열띤 논쟁 중에도 자신 보다 상대방의 관점이 더 현실적이고 적합할 때 기꺼이 수긍할 수 있는 분 서비스와 사용자 중심의 관점과 유연한 커뮤니케이션 역량을 보유하신 분 주도적으로 문제를 해결하고 개선하고자 하는 의지를 가진 분 e커머스 관련 서비스를 개발해 본 또는 준하는 경험을 하신 분 단순하게 반복되는 업무로 고생하는 나와 동료를 위해 누가 요청하지 않았어도 프로세스 개선을 제안하거나 자동화 솔루션을 개발해보신 분 헬스케어 도메인에서 무언가를 이뤄보고 싶으신 분
 개인 맞춤형 건강관리 서비스를 제공하는 롯데헬스케어 플랫폼 신규 개발 회원 상품 주문 정산 등 e커머스 기능의 백엔드 서비스 개발 유전자 분석 정보 건강 정보 등 맞춤형 건강 관리를 위한 시스템 연동 및 서비스 개발 대용량 트래픽에도 안정적인 서비스를 위한 시스템 설계 및 개발, 선정에 합리적인 기준을 두고 조직의 상황에 맞게 선택하는 분 서비스와 사용자 중심의 관점과 유연한 커뮤니케이션 역량을 보유하신 분 내가 제안한 설계와 내가 개발한 코드에 대한 비판에도 열린 커뮤니케이션이 가능한 분 헬스케어 도메인에서 무언가를 이뤄보고 싶으신 분 주도적으로 문제를 해결하고 개선해오신 분 e커머스 관련 서비스를 개발해 본 또는 준하는 경험을 하신 분 AWS GCP 등 Cloud 환경에서 비용 최적화를 위해 노력해보신 분 단순하게 반복되는 업무로 고생하는 나와 동료를 위해 누가 요청하지 않았어도 프로세스 개선을 제안하거나 자동화 솔루션을 개발해보신 분 신규 개발팀을 신설해보았거나 개발팀을 리딩해보신 분 오픈소스 개발기여 경험자
 미소 서비스의 Infrastructure 운영 고도화 업무 개발운영 생산성 향상 업무자동화를 위한 CICD 개발 일반적인 시스템 보안 및 해킹 위협에 대응 다양한 데이터 소스에 대한 접근 통제 및 보안 서비스 및 인프라 모니터링 시스템 구축 및 운영 프로덕션 환경에서 발생하는 모든 기술 이슈에 대응, DevOps 혹은 이와 유사한 관련 경력 2년 이상 개발의 생산성과 성능를 차이를 이해며 적절한 도구를 사용하시는 분 데이터에 기반한 의사결정과 대화를 추구하시는 분 여러 개발 언어를 경험해 보신 분 AWS KubernetesEKS Terraform 경험 우대 CICD 특별히 GitHub Actions 활용 경험이 있으신 분 CloudWatch Datadog 등을 활용한 시스템 모니터링 로깅 및 알람 AWS Certification 우대
1 프로젝트 품질 산출물문서 및 소스 운영 및 관리2 테스트 환경 구축 테스트 케이스테스트 가이드 작성 및 자동화 방안 수립3 불량 원인 분석 및 개선 대책 수립,1 학력 학사 이상2 전공 전기전자 컴퓨터공학 기타 3 CCpython 프로그래밍 가능하신 분4 전장 센서 및 HWSW 개발 품질관리 경력 5년 이상인 분 5 품질관리 계획 수립 실행 분석 및 문서화 경험이 있으신 분1 소프트웨어 검증 자동화 구축 경험과 정적동적자동화 툴 사용 경험이 있으신 분 2 전장 소프트웨어 검증 프로세스에 대한 이해 및 경험이 있으신 분 3 테스트 이슈 관리 도구 BTS 툴 사용 경험이 있는 분Jira Slack Confluence 등4 원활한 의사소통 스킬 및 적극적인 협업 능력을 보유하신 분
 ESSEnergy Storage System의 주요 Software 개발 배터리 전력변환장치 제어 및 주변 기타 장치 모니터링 실시간 전력 데이터 수집 및 분석, 정보통신컴퓨터소프트웨어 등 관련 분야 학사 이상 프로그래밍 관련 경력 2년 이상  CC 프로그래밍 언어의 숙련된 활용 능력 네트워크 프로그래밍 숙련자 데이터베이스MySQL ORACLE MSSQL 등 연동 개발 경험 전력 계통 관련 개발 경험 Python Ruby 등 인터프리터 언어 숙련자 Linux UNIX 시스템 활용 능력 보유자 외국어영어 능력
 외부 커뮤니케이션 데이터 연동 Interface 협의 EMR 시스템과 제품 간 데이터 연동 소프트웨어 개발 제품 및 연동 소프트웨어 배포 유지보수 및 트러블 슈팅, LinuxUbuntu 시스템 구축 관리가 가능하신 분 docker compose를 통해 서비스 배포 관리가 가능하신 분 python 개발 및 테스트 코드 작성이 가능하신 분 Relational Database에 대한 이해가 있으신 분 협업 도구git jira 사용 경험이 있으신 분 병원 EMR 시스템에 대한 이해가 있으신 분 의료 도메인에 대한 관심이 있으신 분 개발 및 다른 직군과의 협업 고객과의 커뮤니케이션이 능숙하신 분 꼼꼼하게 업무를 진행하시는 분 golang 개발 및 테스트 코드 작성이 가능하신 분
 VitalCare의 벡엔드 시스템 설계 및 개발 Python Golang을 이용한 서비스 구축 및 유지보수 MySQL MongoDB 와의 통합 및 데이터 처리 병원 내의 의료 데이터를 안전하게 처리하고 저장하기 위한 기술적인 솔루션 제공 성능 최적화 및 보안 이슈에 대한 지속적인 모니터링과 개선 테스트 코드 작성 및 유지보수 테스트 자동화를 통한 서비스와 코드 품질 보장, Python 또는 Golang을 활용한 백엔드 개발 경험이 5년 이상 또는 그에 준하는 경험 FastAPI 경험 또는 그에 준하는 프레임워크 경험 MySQL및 MongoDB 를 사용한 데이터베이스 설계 및 구현 경험  MongoDB는 중요도 낮음 테스트 코드 작성 경험 백엔드 아키텍처 설계 및 최적화에 대한 이해 ithub을 통한 CI 및 docker 이미지를 통한 CD 경험 또는 이해 의료 데이터 처리에 대한 경험 및 의료 환경에 대한 지식 우대 테스트 코드 작성 및 테스트 자동화에 익숙 Onpremise 환경 및 Cloud 환경에서의 작업 경험 AWS GCP Azure 등 팀 성장을 고민하시는 분
 웹 기반 의료 인공지능 서비스 프론트엔드 개발 및 운영 AITRICS 정산 시스템 개발 및 운영 AITRICS 홈페이지어드민 개발 및 운영, TypeScript Reactjs Nextjs ReactQuery Recoil Zustand Webpack Yarn 동일 기술 스택 사용 경험 B2B 기반 솔루션 개발 경력 보유자  Configurable UIUX 개발 경험 보유자
중국 제조사와 Technical Contact Local Technical Support 퍼스널 모빌리티 신규 프로젝트 테스트퍼스널 모빌리티 하드웨어 문제해결을 위한 기술지원유지보수 프로젝트 계획 및 관리펌웨어 개발 및 유지보수,학력  대졸이상 메카트로닉스 전기 전자 기계 관련학과 졸업자경력  관련경력 2년 이상운전면허를 소지한 분근무지화성시 동탄 영천동 출퇴근이 가능한 분외국어 능통자중국 혹은 미국 업체와 메일 소통 가능한 분서비스 엔지니어 혹은 기술지원 관련 업무 경력자
기업부설 연구소 소프트웨어 개발 업무,학력  대졸 이상 23년경력  무관 신입도 지원 가능컴퓨터시스템공학
기업부설 연구소 전장설계 업무,학력  대졸 이상 23년경력  경력 년수무관컴퓨터시스템공학
기업부설 연구소 PLC프로그램 업무,학력  대졸 이상 23년경력  무관 신입도 지원 가능컴퓨터시스템공학
 자사 웹 어플리케이션 Frontend 개발 유지관리 서비스 Backoffice 개발 Pc버전 Web 개발자, Reactjs 개발 4년이상 경력이 있으신 분 typescript에 대한 이해가 있으신 분 RESTful API 클라이언트 개발 경험이 있으신 분 HTML CSS Javascript 에 대한 충분한 이해가 있으신 분 크로스 브라우징과 반응형 웹에 대한 이해가 있으신 분 vuejs 가능하신 분 웹 퍼블리싱이 가능하신 분 다양한 웹개발 프레임워크 경험하신 분 코드분석에 능숙하신 분 새로운 기술에 관심이 많고 도전적이신 분 Figma를 통해 디자이너기획자와의 원활한 협업이 가능하신 분 타 팀과의 협업에 적극적이고 능동적이신 분 git jira slack 등을 통한 협업에 익숙하신 분
 자사 모바일 어플리케이션 백엔드 시스템 개발 MSA 기반 분석설계개발, 4년 이상 백엔드 개발 경력 및 그에 준하는 경력을 가지신 분 Java Spring Framework 기반 서비스 개발 경험이 있으신 분 REST API에 대한 설계 및 개발 경험이 있으신 분 JPA 기반 개발 경험이 있으신 분 MSA 기반 시스템 개발 경험이 있으신 분 글로벌 서비스 개발 경험이 있으신 분 RDBMS 및 NoSQL에 대한 높은 이해도를 가지고 계신 분 대용량 데이터 처리 경험을 가지신 분 AWS 클라우드를 이용한 서비스 구축 경험이 있으신 분 Reactjs 사용이 가능하신 분 Spring Cloud Batch 등 다양한 Spring 모듈 사용 경험이 있으신 분 타 팀과의 협업에 적극적이고 능동적이신 분 jira slack 등을 통한 협업에 익숙하신 분
 Flutter 기반의 모바일 앱 클라이언트 개발 서비스 개발 및 운영, Flutter 실무경력 1년 이상 AndroidiOS 앱 개발 경력 23년 이상이산 분 RestAPI 연동 개발 경험 있으신 분문제해결에 대한 원만한 커뮤니케이션 및 협업이 가능하신 분 Flutter 전문가로 성장하고 싶은 분 Native와 Flutter를 병행할 수 있는 기회를 찾는 분 Flutter package 개발 경험이 있으신 분
 AWS 기반 인프라 설계 구축 및 운영 각종 모니터링 솔루션 관리 및 운영 시스템 운영 환경 개선, 5년 이상의 AWS 기반의 클라우드 서비스 구축 및 운영 경험이 있으신 분 Kubernetes 및 Docker를 이용한 서비스 구축 및 운영 경험이 있으신 분 Network인프라 보안에 대한 기본지식이 있으신 분 각종 스크립트 작성이 가능하신 분 클라우드 기반 시스템 구축  운영 자동화 경험 AWS CloudFormation 등 컨테이너 오케스트레이션 구축  운영 경험Kubernetes 7x24 서비스 사이트 운영 경험이 있으신 분 대용량 트래픽 처리 경험이 있으신 분 적극적이고 능동적으로 협업이 가능하신 분
 iOS APP 서비스의 분석 및 개발 테스트 및 지속적인 최적화를 담당합니다 UX 디자이너와 협업하여 화면 디자인 및 프로세스에 대해 논의합니다 APP 개발 워크플로를 연구하고 개선합니다, Swift로 개발 가능하신 분 iOS 앱 개발과 유지보수 배포 경험이 1년 이상 진행 경험 있으신 분 네이티브 지원 기능에 대한 이해가 높으신 분 개발 목표에 대한 책임감이 있으신 분 주도적으로 문제를 해결하고 책임감 있으신 분 코드 퀄리티에 지속적으로 고민하시는 분 새로운 기술에 대한 관심과 습득사용에 능동적인 분 코드리뷰 경험 있으신 분 Modular Architecture 대한 이해 MVVM 사용하여 프로젝트 진행 경험 SPM 대한 이해 CICD 경험 단위 테스트 경험 컴퓨터 공학 전공
 Android APP 서비스의 분석 및 개발 테스트 및 지속적인 최적화를 담당합니다 UX 디자이너와 협업하여 화면 디자인 및 프로세스에 대해 논의합니다 APP 개발 워크플로를 연구하고 개선합니다, Kotlin기반 개발 가능하신 분 Android 앱 개발과 유지보수 배포를 주도적으로 맡아 진행 경험이 있으신 분 네이티브 지원 기능에 대한 이해가 높으신 분 개발 목표에 대한 책임감이 있으신 분 주도적으로 문제를 해결하고 책임감 있으신 분 코드 퀄리티에 지속적으로 고민하시는 분 새로운 기술에 대한 관심과 습득사용에 능동적인 분 코드리뷰 경험 있으신 분 Modular Architecture 대한 이해 MVVM 사용하여 프로젝트 진행 경험 Compose사용한 프로젝트 경험 Gradle에 대한 이해 CICD 경험 단위 테스트 경험 컴퓨터 공학 전공 협업 및 업무 관리 경험
 신규 서비스 개발 및 개선  게이머를 위한 신규 서비스 개발과 개선 코드 및 최적화  기 개발된 서비스의 유지보수 및 버그수정 최적화 협업과 소통  POPM 및 디자이너 개발자들과의 협업, 안드로이드 앱 개발 경력 1년 이상  상용 서비스 운영 경험이 있으신 분 Kotlin 언어에 대한 높은 이해도를 가지신 분 AAC에 대한 이해가 있으신 분 Android의 Jetpack 라이브러리를 잘 다루시는 분 다양한 OS  Device 에서 발생하는 문제를 경험  해결 해 보신 분 게임을 좋아하고 게이머라고 자칭하실 수 있는 분 글로벌 서비스의 고려사항을 고민해 보신 분 단순히 기능 개발 뿐만 아니라 UI  UX에 대한 의견 개진 제안을 좋아 하시는 분 AppWidget  Notification  AlarmManager  Workmanager 등을 활용한 개발 경험이 있으 신 분 Firebase sdk 기반 개발 환경을 경험 해 보신 분firestore  storage  crashlytics  remoteconfig Opensource Library를 통해 생산성을 향상하는 것을 좋아 하시는 분 어트리뷰션 및 마케팅에 대한 이해나 관심이 있으신 분
 프로덕트 메이커로서  모요의 얼굴이 되는 웹사이트와 모요 앱의 웹뷰 그리고 팀원들과 제휴사의 업무 효율성을 높이는 내부 어드민을 만들어요 사용자에게 좋은 가치를 주기 위한 최적의 기술적 선택을 해요 고객이 겪는 UIUX에 대한 불편함을 찾고 능동적으로 개선해 나가며 팀원들과 함께 앞으로 모요가 만들어갈 좋은 제품에 대해 함께 고민해요 엔지니어로서  아키텍처상의 큰 그림을 고려하여 그에 맞는 기술적 결정을 하고 서비스의 안정성과 기능 확장을 고려하여 설계 및 개발해요 빠른 실행과 개발 효율을 위해 React 기반의 디자인 라이브러리를 관리하고 개선해요 지표 분석에 필요한 데이터를 로그 적재 플랫폼에 잘 보내기 위해 로그 심는 방식을 고도화 해요, 이런 분을 찾고 있어요  5년 이상의 웹 개발 경험이 있으신 분 React Vue Angular 등 SPA 프레임워크 사용에 능숙한 분 빠르게 개발하고 배포하는 조직에서 주도적으로 일해 본 분 데이터와 사용성 테스트를 기반으로 서비스를 개선해 본 분 어려운 문제에 도전하여 해결해 본 경험이 있는 분 동료에게 좋은 디스커션 파트너가 되어줄 수 있는 분 이런 분이면 더 좋아요  SEO나 웹 성능 개선에 경험이 있는 분 Nextjs 등의 SSR 프레임워크를 사용해본 분 Typescript Flow 등의 Javascript 정적 타이핑 툴을 경험한 분 Redux 등 상태 관리 패턴을 사용해본 분 웹뷰에 대한 요구사항에 대응해 본 분
 CJ ONE 모바일앱 Android 시스템 개발운영 Android Native Hybrid 개발,Experiences 총 경력 5년 이상 B2C 서비스 개발 및 운영 업무 3년이상 수행 경험 필수 사용자 중심의 UXUI에 대한 관심과 이해 모바일앱 시작부터 개발 배포 운영 경험 보유Skill Knowledge Android Native Hybrid 개발 경험 필수 Java 고급 개발 역량 Kotlin 기본 개발 역량 자유로운 UI 구성 및 이벤트 처리 개발 역량 멀티 쓰레드 네트워크 데이터베이스 비동기 처리 개발 역량 Git 형상관리에 대한 역량 보유 원활한 커뮤니케이션 능력 및 협업 능력 보유자 사용자 중심의 UXUI에 대한 관심과 이해Education 컴퓨터 공학 IT 전공 우대Experiences B2C 시스템 경력 3년 이상
 제일제당 CRM 플랫폼 개발운영Data Engineer 데이터 분석 파이프라인 개발 및 운영데이터 수집 및 분석 클라우드 기반 데이터 처리 및 최적화 관리,Experience 데이터 파이프라인 구축 경험 프로세스 제안 개선문제점 분석 및 해결 방안 도출 경험 B2C IT 서비스 및 CRM 경험Skill  Knowledge AWS 구성 요소에 대한 경험Lambda Athena Airflow Glue SageMaker S3 등 Cloud 기반 DW Snowflake 등 활용 경험 PythonJAVA 프로그래밍 언어 능숙 및 ML 모델 이해Experience 프로젝트 PMPL 경험 적극적이며 긍정적 태도Skill  Knowledge 컴퓨터 공학 및 전산 계열 전공자 AWS 아키텍처 설계 또는 운영 경험 컨테이너 기반 개발 환경 및 MSA 기반 인프라 활용 경험 DevOps 관련 도구와 방법론Git CICD 등에 대한 지식 및 경험
 광고 SDK 개발 및 유지보수 인하우스 서비스 iOS 개발, 컴퓨터공학 전산학 수학 등 직무 관련 전공자 유관 경력 3년 이상 1차 면접에서 포트폴리오 필수 제출 광고 솔루션 경험  초기 앱 서비스 개발 경험
 애드테크 솔루션 콘솔 프론트엔드 개발 담당  웹용 광고 SDK 개발 및 유지보수, 컴퓨터공학 전산학 등 직무 관련 전공자  유관 경력 3년 이상 1차 면접에서 포트폴리오 필수 제출 광고 솔루션 경험  B2B 솔루션 콘솔 개발 경험 라이브러리 개발 경험 SPA single page application  PWA  Server side rendering 활용 기술 보유
1 Classic Autosar 기반 BSW 설정개발검증2 Automotive 용 RTOS BSP 개발검증3 개발 프로세스에 따른 산출물 작성,1 학력 학사 이상2 전공 전기전자 컴퓨터공학3 Classic AutosarEBVectorMobilgen 적용 경험4 CCpython 프로그래밍 가능5 2 차량용 전장 SW 개발 경험6 Realtime 운영 체제 이해1 Automotive SW 개발 경험2 기능안전ISO26262 프로세스 이해 및 경험3 차량용 ECU 양산 경험4 HW schematic 이해 및 분석 디버깅 역량
 Subscription기반의 의료dental서비스 플랫폼 내 백엔드 개발 다양한 제품군 간에 데이터 및 컨텐츠를 공유하는 contents sharing service의 백엔드 개발 그 외 web기반의 신규 productservice개발을 위한 백엔드 기술 연구 및 개발 Jenkins AWS 통한 서비스 컨테이너 배포 및 관리, 웹 개발 경력 3년 이상 또는 그에 준하는 실력을 보유하신 분 전체 기간이 백엔드 개발 경력이 아니어도 무방 Ruby on Rails ExpressNestJS Django등 백엔드 프레임워크 사용에 능숙하신 분 HTTP 통신에 대한 기본적인 이해 RESTful API에 대한 설계나 개발 경험이 있으신 분 Docker 및 Container에 대한 이해 및 사용이 가능하신 분 Git의 작동원리를 이해하고 사용에 능숙하신 분 CICD 및 DevOps에 대한 이해가 있으신 분 이공학 학사 이상 학위 소지 또는 그에 준하는 연구개발 경험이 있으신 분 Ruby on Rails를 통해 서비스를 직접 작성 및 배포 해 본 경험이 있으신 분 관계형 Database에 대한 이해가 있고 직접 서비스를 위한 DB 구조 설계를 해 본 경험이 있으신 분 서비스 초기 설계부터 개발 출시 운영의 경험이 있으신 분 고도화된 웹 어플리케이션의 제작 경험이 있으신 분 테스트 주도 개발 방법론을 따라 성공적인 개발 경험이 있으신 분 AWS GCP Azure 등에서 Cloud 서비스를 배포 및 운영해 보신 경험이 있으신 분 Container Orchestration 기반 서비스를 베포 및 운영해 보신 경험이 있으신 분 ECS EKS Docker Swarm Kubernetes etc 프론트엔드 사이드의 기술개념에 대한 이해와 기본적인 개발 능력을 가지신 분
자사 보안 솔루션 기술 지원구축유지보수 및 침해 분석,학력  초대졸 이상경력  신입 또는 1년 이상해외 여행에 결격 사유가 없는 자Linux RDBMS Network 침해 로그분석 보안기술 등 지식 학습에 의욕이 강한 인재리눅스 관련 지식 보유 및 경험한 자정보보호 MariaDB 지식 보유자보안관련 자격증 정보보안기사 리눅스마스터1급 등 소지자 우대긍정적이며 원활한 커뮤니케이션이 가능한 인재
 전체 개발되는 SW 코드의 품질 관리 CICD 등을 통한 전체 SW 개발 프로세스 효율 개선 리드 조직 구성원과 정확하게 소통하면서 합리적인 의사 결정의 도출 SW 개발 프로젝트 계획 및 진행 상황을 Visualization 문서 슬라이드 등 하여 경영진내부고객외부고객비지니스    담당AE 등과 효과적 소통 SW 개발 프로젝트 생성변경추진을 위한 다양한 형태의 회의를 조직 및 리드하는 직무 능력 SW 개발 전반을 이해하면서 회사 전체의 전략적 기술 로드맵 생성에 참여하여 SW 그룹이 해당 목표에 부합할 수    있도록 개발 활동을 구조화 하는데 주도  제품영업개발팀과 협력하여 고객의 니즈를 이해하고 충족하는 SW 개발 프로젝트 생성관리개선 SW 개발자들의 개발 프로세스 코딩 스킬 개발 결과물의 연계에 대한 스킬 향상을 위한 멘토링 각 SW 개발자의 애로사항과 미결된 의사 결정 사안을 취합하여 의사 결정 구성원 들과 협력하여 전체 SW 개발 활    동에 반영하는데 주도, 정확한 의사 소통을 통한 근거 기반 협력과 업무 추진이 가능한 합리적인 직무 능력 조직 단위로 개발되는 각종 SW 기술 개발 지식 및 기술  전체 개발되는 SW 코드의 품질 관리 CICD 및 기타 소프트웨어 엔지니어링 관행을 따르는 애자일스크럼 환경에 대한 경험 SW 개발 프로젝트를 매니지 해본 경험 및 직무 능력 상용 SW 결과물 배포와 관리 및 개선 경험 신규 개발자 역할을 신설하고 전체 조직에 유기적 협력이 가능하도록 Integration해 본 경험 C Python 및또는 CUDA에 대한 프로페셔널한 지식 및 경험 최신 딥러닝 기법과 응용 분야에 대한 지식을 보유한 분 NPU SDK 기술을 개발해 본 경험 큰 조직 단위 SW 기술 개발 경험
 자율주행 서빙로봇의 가장 중요한 요소 중 하나인 모터 제어 펌웨어 개발을 담당합니다 하드웨어 엔지니어와 함께 인버터 하드웨어 성능을 평가하고 개선 합니다 로보틱스 엔지니어와 함께 로봇의 제어 성능을 최적화 시킵니다, 전기공학 제어공학 전력전자 관련 학과 학사 이상 학위 보유 CC 개발 경력이 5년 이상 또는 그에 준하는 실력을 갖추신 분 임베디드 시스템 및 펌웨어 개발 모터 제어 개발 경력을 통해 다음 분야에 지식을 갖추신 분 Microcontrollers ARM 프로세서 DSP 개발 경험 Classical control  Modern control 개발 경험 DC BLDC PMSM 모터 제어Parameter tune 및 관련 회로에 대한 이해 BLDC PMSM 모터 신규 개발 경험 BLDC FOC 제어 개발 경험 비즈니스 영어 커뮤니케이션 능력을 갖추신 분 기술 문제를 깊이 분석하고 적절한 기술적 방법으로 문제를 해결하는 경험과 역량을 갖춘 분 제조 또는 양산 경험 다이나믹하고 애자일한 초기 스타트업에서 제품을 개발출시한 경험이 있는 분 고정소수점을 이용해 속도 최적화를 해보신 분 Sensorless FOC 속도 예측기 리플 토크 보상기 약자속 제어 개발 경험 있는 분 모터보드와 연결되는 다양한 IO UART SPI I2C RS232485 USB Ethernet CAN에 대한 이해와 경험이 많으신 분
 자율주행 서빙로봇의 가장 중요한 요소 중 하나인 맞춤형 PCBA 보드의 펌웨어 개발을 담당합니다 하드웨어 및 소프트웨어 엔지니어와 함께 일하며 로봇 제어에 필요한 전체 펌웨어 스택을 설계하고 개발합니다, 전자공학 컴퓨터 공학 및 관련 학과 학사 이상 학위 보유 CC 개발 경력이 있으신 분 임베디드 시스템 및 펌웨어 개발 경력을 통해 다음 분야에 대한 지식을 갖추신 분    Embedded system ARM Processor    Hardware bringup hardwaresoftware integration    RTOS applicationdriver integration    UART SPI CAN BLE USB PWM ADC LED 같은 주변 장치 영어 문서 작성 및 검토가 가능하신 분 CC 개발 경력이 5년 이상 또는 그에 준하는 실력을 갖추신 분 로봇 개발 경험이 있는 분 기술 문제를 깊이 분석하고 적절한 기술적 방법으로 문제를 해결하는 경험과 역량을 갖춘 분 다음과 같은 분야에 대한 경험을 갖추신 분    STM32 MCU 개발 경험    Embedded RTOS 개발 경험    Network 및 Protocol 개발 경험    JIRA Confluence Git 활용 경험    CICD 파이프라인 활용 경험    제품 대량 생산 및 유지보수 경험 다이나믹하고 애자일한 초기 스타트업에서 제품을 개발출시한 경험이 있는 분 비즈니스 레벨의 영어 의사소통이 가능한 분
 새로운 멀티로봇의 합동동작 개발 타사 로봇 사람과도 조화롭게 동작할 수 있도록 멀티로봇 기능 확장 기술을 빠르게 배우고 새로운 프로젝트에 적용 시작부터 개발 배포까지 전체 프로젝트에 오너십을 갖고 참여, C 및 Python 개발 경력 3년 이상 혹은 그에 준하는 실력을 갖추신 분 알고리즘 자료구조에 대한 깊은 이해를 갖추신 분 ROS를 사용하여 로보틱스 프로젝트를 수행했거나 기본 사용법을 숙지하신 분 비지니스 영어 커뮤니케이션 능력을 갖고 계신 분 다음 중 하나 이상의 경험을을 갖춘 분   모바일로봇 항법 행동트리 Path planning 스타트업이나 빠르게 변화하는 환경에서의 업무 경험 있으신 분
건전지 API 및 백엔드 시스템 고도화건강기능식품 맞춤형 추천을 위한 외부 API 건강정보 등와의 시스템 연동 및 서비스 개발챗봇 기반 건강기능식품 맟춤형 추천 시스템 개발 및 고도화데이베이스 최적화 및 유지보수 ,경력  무관 신입도 지원 가능관련 분야 학사 이상 졸업예정자 포함웹 서비스 기반 백엔드 서버 개발운영 경력 3년 이상 또는 그에 준하는 역량을 가지신 분API RESTful API GraphQL 등 개발 경험이 있으신 분 RDBMS PostgreSQL 등 기반 개발 경험이 있으신 분AWS Azure GCP 기반 인프라 구축 경험이 있으신 분헬스케어 분야에서의 경험이 있으신 분Docker로 개발환경 구축 및 배포 경험이 있으신 분MVP 단위의 서비스 운영 및 배포 경험이 있으신 분 다양한 데이터베이스 시스템 SQL NoSQL 운영 및 최적화 경험이 있으신 분 CICD 파이프라인 구축 및 테스트 자동화 경험이 있으신 분
사전에 학습된 ChatGPT 모델을 의료 도메인 데이터로 미세 조정하여 챗봇 고도화사용자와의 자연스러운 대화를 위한 챗봇 시스템을 설계 및 구현개인맞춤형 건강기능식품 추천을 위한 데이터 전후처리 아키텍쳐 및 알고리듬 고도화 ,경력  13년관련 분야 학사 이상 졸업예정자 포함3년 이상의 SI개발 경력 또는 그에 준하는 역량을 가지신 분대용량 데이터 처리 및 관리에 능숙하신 분 Python Tensorflow Pytorch 등 딥러닝 프레임워크 개발에 능숙하신 분헬스케어 분야에서의 경험이 있으신 분자연어 생성 모델LLM 관련 경험이 있으신 분 Linux Docker 기반 개발 경험하신 분최신 영문 논문을 분석하고 재현하는 데 능숙한 분
 글로벌 이커머스 플랫폼Amazon Shopify 등등과 연계한 주문 재고 배송 관리 창고와의 연계를 통한 실 재고 관리 및 재고 최적화 주문 재고 배송 데이터 분석 시각화,을 갖춘 분 2024년 2월 졸업 예정자 포함 frontend 혹은 backend 개발 경험 TypeScript  Node  Express  Vue 유경험자 AWS  Azure  Google Cloud 상에서 서비스를 개발한 경험
 공공  금융 SI 프로젝트 AAApplication Architect 어플리케이션 아키텍트 기술 관리 개발 표준 가이드 및 프레임워크 기술 지원 프로젝트 아키텍트 참여, SI 분야에서 7년 이상의 관련 경력 보유 SI 프로젝트 수행 경험이 있으며 솔루션 설계 가능 DBMS 프로그래밍 언어 등에 대한 이해도가 있는 분 고객 커뮤니케이션 및 협업 능력 팀원들을 지도하고 리드 공공  금융분야 SI 프로젝트 경험자 웹UI 서버 프레임워크 유지관리 경험자 전자정부 Spring 등 유무상 프레임워크 경험자 Cloud 플랫폼 기반 프로젝트 경험자 오픈소스 SW 활용 경험자 마이크로서비스 응용설계 및 구현 경험자
